"NAME";"GENE_SYMBOL";"GENE_TITLE";"SCORE"
"ENSG00000124145";"SDC4";"syndecan 4";1075,25620562631
"ENSG00000136167";"LCP1";"lymphocyte cytosolic protein 1";1065,50966483369
"ENSG00000008517";"IL32";"interleukin 32";1024,8815852703
"ENSG00000105699";"LSR";"lipolysis stimulated lipoprotein receptor";1019,05205085368
"ENSG00000103485";"QPRT";"quinolinate phosphoribosyltransferase";1011,83616384501
"ENSG00000159166";"LAD1";"ladinin 1";1008,377281987
"ENSG00000178445";"GLDC";"glycine decarboxylase";996,633366406159
"ENSG00000189143";"CLDN4";"claudin 4";976,093652682405
"ENSG00000171365";"CLCN5";"chloride voltage-gated channel 5";972,449155170833
"ENSG00000134853";"PDGFRA";"platelet derived growth factor receptor alpha";966,333719374437
"ENSG00000167815";"PRDX2";"peroxiredoxin 2";957,741175838482
"ENSG00000088305";"DNMT3B";"DNA methyltransferase 3 beta";949,271180338536
"ENSG00000019582";"CD74";"CD74 molecule";935,526971711397
"ENSG00000081479";"LRP2";"LDL receptor related protein 2";933,323685871484
"ENSG00000114541";"FRMD4B";"FERM domain containing 4B";933,258313484323
"ENSG00000127616";"SMARCA4";"SWI/SNF related BAF chromatin remodeling complex subunit ATPase 4";889,650397089554
"ENSG00000166165";"CKB";"creatine kinase B";885,64210162155
"ENSG00000141449";"GREB1L";"GREB1 like retinoic acid receptor coactivator";880,323618351762
"ENSG00000084234";"APLP2";"amyloid beta precursor like protein 2";876,918780218306
"ENSG00000173598";"NUDT4";"nudix hydrolase 4";858,615825835921
"ENSG00000146250";"PRSS35";"serine protease 35";831,869608033392
"ENSG00000197329";"PELI1";"pellino E3 ubiquitin protein ligase 1";828,161038233167
"ENSG00000116017";"ARID3A";"AT-rich interaction domain 3A";826,164795295723
"ENSG00000158769";"F11R";"F11 receptor";824,728649006046
"ENSG00000181885";"CLDN7";"claudin 7";822,538654799249
"ENSG00000006611";"USH1C";"USH1 protein network component harmonin";819,699154949322
"ENSG00000162878";"PKDCC";"protein kinase domain containing, cytoplasmic";806,802960161628
"ENSG00000128567";"PODXL";"podocalyxin like";805,174003735511
"ENSG00000159217";"IGF2BP1";"insulin like growth factor 2 mRNA binding protein 1";784,802401746209
"ENSG00000154310";"TNIK";"TRAF2 and NCK interacting kinase";751,338277643453
"ENSG00000116133";"DHCR24";"24-dehydrocholesterol reductase";747,288124150191
"ENSG00000149257";"SERPINH1";"serpin family H member 1";729,337751815084
"ENSG00000173706";"HEG1";"heart development protein with EGF like domains 1";724,627628183779
"ENSG00000101670";"LIPG";"lipase G, endothelial type";719,173025426096
"ENSG00000153904";"DDAH1";"dimethylarginine dimethylaminohydrolase 1";718,088480406085
"ENSG00000174827";"PDZK1";"PDZ domain containing 1";713,332423525845
"ENSG00000153208";"MERTK";"MER proto-oncogene, tyrosine kinase";656,481744193134
"ENSG00000197635";"DPP4";"dipeptidyl peptidase 4";653,059821921223
"ENSG00000145703";"IQGAP2";"IQ motif containing GTPase activating protein 2";645,712539113413
"ENSG00000160072";"ATAD3B";"ATPase family AAA domain containing 3B";637,418515642338
"ENSG00000170373";"CST1";"cystatin SN";634,254672183393
"ENSG00000111110";"PPM1H";"protein phosphatase, Mg2+/Mn2+ dependent 1H";629,265755662433
"ENSG00000006042";"TMEM98";"transmembrane protein 98";628,797470566797
"ENSG00000137491";"SLCO2B1";"solute carrier organic anion transporter family member 2B1";624,663323812932
"ENSG00000133657";"ATP13A3";"ATPase 13A3";620,677590469903
"ENSG00000189058";"APOD";"apolipoprotein D";619,695150290954
"ENSG00000211445";"GPX3";"glutathione peroxidase 3";613,671325040983
"ENSG00000146038";"DCDC2";"doublecortin domain containing 2";610,879036024217
"ENSG00000117394";"SLC2A1";"solute carrier family 2 member 1";609,268473602875
"ENSG00000101057";"MYBL2";"MYB proto-oncogene like 2";607,974068621583
"ENSG00000108821";"COL1A1";"collagen type I alpha 1 chain";604,580638383523
"ENSG00000126003";"PLAGL2";"PLAG1 like zinc finger 2";598,268759057106
"ENSG00000066468";"FGFR2";"fibroblast growth factor receptor 2";584,46745648486
"ENSG00000143320";"CRABP2";"cellular retinoic acid binding protein 2";583,523439772275
"ENSG00000154639";"CXADR";"CXADR Ig-like cell adhesion molecule";582,09312680811
"ENSG00000101040";"ZMYND8";"zinc finger MYND-type containing 8";578,481003037617
"ENSG00000131238";"PPT1";"palmitoyl-protein thioesterase 1";578,427377097683
"ENSG00000111799";"COL12A1";"collagen type XII alpha 1 chain";577,425454675671
"ENSG00000148700";"ADD3";"adducin 3";572,851209870095
"ENSG00000103067";"ESRP2";"epithelial splicing regulatory protein 2";566,849619942153
"ENSG00000123843";"C4BPB";"complement component 4 binding protein beta";563,422278504883
"ENSG00000085563";"ABCB1";"ATP binding cassette subfamily B member 1";560,167496299097
"ENSG00000095637";"SORBS1";"sorbin and SH3 domain containing 1";554,315477113426
"ENSG00000001626";"CFTR";"CF transmembrane conductance regulator";552,360896285137
"ENSG00000115758";"ODC1";"ornithine decarboxylase 1";551,062659247267
"ENSG00000150054";"MPP7";"MAGUK p55 scaffold protein 7";539,759118967223
"ENSG00000179361";"ARID3B";"AT-rich interaction domain 3B";539,07100659783
"ENSG00000092068";"SLC7A8";"solute carrier family 7 member 8";539,06304278987
"ENSG00000100979";"PLTP";"phospholipid transfer protein";535,81603048104
"ENSG00000118971";"CCND2";"cyclin D2";525,533533615239
"ENSG00000138207";"RBP4";"retinol binding protein 4";524,305944983897
"ENSG00000020577";"SAMD4A";"sterile alpha motif domain containing 4A";522,960209043268
"ENSG00000125845";"BMP2";"bone morphogenetic protein 2";519,292190136911
"ENSG00000173262";"SLC2A14";"solute carrier family 2 member 14";514,369953121397
"ENSG00000152767";"FARP1";"FERM, ARH/RhoGEF and pleckstrin domain protein 1";509,11880910889
"ENSG00000050405";"LIMA1";"LIM domain and actin binding 1";502,104941611888
"ENSG00000226887";"ERVMER34-1";"endogenous retrovirus group MER34 member 1, envelope";501,421145475118
"ENSG00000107984";"DKK1";"dickkopf WNT signaling pathway inhibitor 1";500,936208287209
"ENSG00000106484";"MEST";"mesoderm specific transcript";500,361819719684
"ENSG00000060982";"BCAT1";"branched chain amino acid transaminase 1";497,609795475881
"ENSG00000142910";"TINAGL1";"tubulointerstitial nephritis antigen like 1";493,542550651358
"ENSG00000062038";"CDH3";"cadherin 3";490,59450882448
"ENSG00000052344";"PRSS8";"serine protease 8";487,03686514134
"ENSG00000152056";"AP1S3";"adaptor related protein complex 1 subunit sigma 3";486,89940245452
"ENSG00000071073";"MGAT4A";"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A";484,186344192747
"ENSG00000166450";"PRTG";"protogenin";483,725069407521
"ENSG00000168952";"STXBP6";"syntaxin binding protein 6";482,978844163795
"ENSG00000196074";"SYCP2";"synaptonemal complex protein 2";482,509248294817
"ENSG00000135744";"AGT";"angiotensinogen";481,333995900741
"ENSG00000181409";"AATK";"apoptosis associated tyrosine kinase";479,135343650259
"ENSG00000147257";"GPC3";"glypican 3";473,599793763198
"ENSG00000149596";"JPH2";"junctophilin 2";470,554757737263
"ENSG00000124615";"MOCS1";"molybdenum cofactor synthesis 1";467,531164552703
"ENSG00000112773";"TENT5A";"terminal nucleotidyltransferase 5A";467,328283312569
"ENSG00000114948";"ADAM23";"ADAM metallopeptidase domain 23";467,177212833146
"ENSG00000129353";"SLC44A2";"solute carrier family 44 member 2 (CTL2 blood group)";459,503602777001
"ENSG00000173391";"OLR1";"oxidized low density lipoprotein receptor 1";456,661727406067
"ENSG00000073910";"FRY";"FRY microtubule binding protein";455,955146957438
"ENSG00000156711";"MAPK13";"mitogen-activated protein kinase 13";453,236266409921
"ENSG00000142871";"CCN1";"cellular communication network factor 1";450,392670532228
"ENSG00000073792";"IGF2BP2";"insulin like growth factor 2 mRNA binding protein 2";428,3541583816
"ENSG00000007866";"TEAD3";"TEA domain transcription factor 3";424,619278445243
"ENSG00000088756";"ARHGAP28";"Rho GTPase activating protein 28";421,213764665464
"ENSG00000132437";"DDC";"dopa decarboxylase";420,482908717135
"ENSG00000068078";"FGFR3";"fibroblast growth factor receptor 3";415,016112222194
"ENSG00000158966";"CACHD1";"cache domain containing 1";412,941297289242
"ENSG00000136111";"TBC1D4";"TBC1 domain family member 4";411,942487384043
"ENSG00000198286";"CARD11";"caspase recruitment domain family member 11";402,876910620829
"ENSG00000145604";"SKP2";"S-phase kinase associated protein 2";401,424458351475
"ENSG00000214530";"STARD10";"StAR related lipid transfer domain containing 10";399,114291844904
"ENSG00000116106";"EPHA4";"EPH receptor A4";396,366990534182
"ENSG00000241945";"PWP2";"PWP2 small subunit processome component";395,37490501926
"ENSG00000122176";"FMOD";"fibromodulin";393,967136070354
"ENSG00000111885";"MAN1A1";"mannosidase alpha class 1A member 1";393,824575481471
"ENSG00000163132";"MSX1";"msh homeobox 1";390,774355402233
"ENSG00000169750";"RAC3";"Rac family small GTPase 3";388,832713041544
"ENSG00000171533";"MAP6";"microtubule associated protein 6";388,099500876263
"ENSG00000101680";"LAMA1";"laminin subunit alpha 1";381,39224538535
"ENSG00000110492";"MDK";"midkine";379,406725923118
"ENSG00000179399";"GPC5";"glypican 5";378,549289414598
"ENSG00000265972";"TXNIP";"thioredoxin interacting protein";378,463763885505
"ENSG00000196628";"TCF4";"transcription factor 4";376,410909419366
"ENSG00000149658";"YTHDF1";"YTH N6-methyladenosine RNA binding protein F1";375,562668499822
"ENSG00000113658";"SMAD5";"SMAD family member 5";371,098963959615
"ENSG00000079215";"SLC1A3";"solute carrier family 1 member 3";370,012733550146
"ENSG00000110042";"DTX4";"deltex E3 ubiquitin ligase 4";367,78481352588
"ENSG00000069431";"ABCC9";"ATP binding cassette subfamily C member 9";367,673344195282
"ENSG00000169635";"HIC2";"HIC ZBTB transcriptional repressor 2";367,490117463153
"ENSG00000197142";"ACSL5";"acyl-CoA synthetase long chain family member 5";365,583631162539
"ENSG00000118503";"TNFAIP3";"TNF alpha induced protein 3";364,327687697949
"ENSG00000088387";"DOCK9";"dedicator of cytokinesis 9";363,715231078507
"ENSG00000104081";"BMF";"Bcl2 modifying factor";360,270830868504
"ENSG00000079112";"CDH17";"cadherin 17";360,149117810803
"ENSG00000121104";"FAM117A";"family with sequence similarity 117 member A";359,052671357971
"ENSG00000135917";"SLC19A3";"solute carrier family 19 member 3";358,245672114104
"ENSG00000102547";"CAB39L";"calcium binding protein 39 like";358,227112050727
"ENSG00000261150";"EPPK1";"epiplakin 1";357,450444774834
"ENSG00000161249";"DMKN";"dermokine";352,920489569526
"ENSG00000101193";"GID8";"GID complex subunit 8 homolog";352,355904354346
"ENSG00000131504";"DIAPH1";"diaphanous related formin 1";352,225672766959
"ENSG00000158874";"APOA2";"apolipoprotein A2";349,369186344608
"ENSG00000148584";"A1CF";"APOBEC1 complementation factor";348,665733297669
"ENSG00000104413";"ESRP1";"epithelial splicing regulatory protein 1";348,326301387303
"ENSG00000127399";"LRRC61";"leucine rich repeat containing 61";338,423705515728
"ENSG00000125266";"EFNB2";"ephrin B2";337,620343886563
"ENSG00000130303";"BST2";"bone marrow stromal cell antigen 2";330,982926125218
"ENSG00000138772";"ANXA3";"annexin A3";328,083784852324
"ENSG00000007952";"NOX1";"NADPH oxidase 1";322,898196005366
"ENSG00000007062";"PROM1";"prominin 1";319,610181643267
"ENSG00000027697";"IFNGR1";"interferon gamma receptor 1";318,238520050025
"ENSG00000144381";"HSPD1";"heat shock protein family D (Hsp60) member 1";316,076067487778
"ENSG00000112655";"PTK7";"protein tyrosine kinase 7 (inactive)";312,020315508084
"ENSG00000189334";"S100A14";"S100 calcium binding protein A14";310,14807673073
"ENSG00000073921";"PICALM";"phosphatidylinositol binding clathrin assembly protein";309,692768261266
"ENSG00000167588";"GPD1";"glycerol-3-phosphate dehydrogenase 1";305,282699324144
"ENSG00000104635";"SLC39A14";"solute carrier family 39 member 14";304,700099681898
"ENSG00000135821";"GLUL";"glutamate-ammonia ligase";303,305003411739
"ENSG00000120738";"EGR1";"early growth response 1";303,27069909527
"ENSG00000168743";"NPNT";"nephronectin";300,64655055201
"ENSG00000149090";"PAMR1";"peptidase domain containing associated with muscle regeneration 1";297,794132340413
"ENSG00000139540";"SLC39A5";"solute carrier family 39 member 5";297,386855038667
"ENSG00000092621";"PHGDH";"phosphoglycerate dehydrogenase";293,666193093123
"ENSG00000140832";"MARVELD3";"MARVEL domain containing 3";292,849287755803
"ENSG00000117519";"CNN3";"calponin 3";288,641629568816
"ENSG00000143147";"GPR161";"G protein-coupled receptor 161";288,431579916491
"ENSG00000131242";"RAB11FIP4";"RAB11 family interacting protein 4";288,410615796398
"ENSG00000197555";"SIPA1L1";"signal induced proliferation associated 1 like 1";285,74582214645
"ENSG00000160588";"MPZL3";"myelin protein zero like 3";285,394070588376
"ENSG00000105963";"ADAP1";"ArfGAP with dual PH domains 1";285,189971807905
"ENSG00000151276";"MAGI1";"membrane associated guanylate kinase, WW and PDZ domain containing 1";284,495841715203
"ENSG00000148730";"EIF4EBP2";"eukaryotic translation initiation factor 4E binding protein 2";284,153983355418
"ENSG00000124164";"VAPB";"VAMP associated protein B and C";283,541096453174
"ENSG00000255319";"ENPP7P8";"ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 8";283,282838934926
"ENSG00000076826";"CAMSAP3";"calmodulin regulated spectrin associated protein family member 3";282,898097533203
"ENSG00000137269";"LRRC1";"leucine rich repeat containing 1";282,305434893978
"ENSG00000149582";"TMEM25";"transmembrane protein 25";281,962456903387
"ENSG00000118705";"RPN2";"ribophorin II";281,4937686062
"ENSG00000187867";"PALM3";"paralemmin 3";281,266834613453
"ENSG00000124207";"CSE1L";"chromosome segregation 1 like";280,758066156375
"ENSG00000120149";"MSX2";"msh homeobox 2";280,605151808663
"ENSG00000198947";"DMD";"dystrophin";279,417562289226
"ENSG00000101150";"TPD52L2";"TPD52 like 2";276,555833885753
"ENSG00000262655";"SPON1";"spondin 1";275,792008021714
"ENSG00000189120";"SP6";"Sp6 transcription factor";275,775471503293
"ENSG00000069482";"GAL";"galanin and GMAP prepropeptide";273,819056809248
"ENSG00000173166";"RAPH1";"Ras association (RalGDS/AF-6) and pleckstrin homology domains 1";272,598272137975
"ENSG00000007171";"NOS2";"nitric oxide synthase 2";272,108170277514
"ENSG00000171004";"HS6ST2";"heparan sulfate 6-O-sulfotransferase 2";271,375150453088
"ENSG00000099139";"PCSK5";"proprotein convertase subtilisin/kexin type 5";271,134761281882
"ENSG00000159784";"FAM131B";"family with sequence similarity 131 member B";270,361435545701
"ENSG00000196756";"SNHG17";"small nucleolar RNA host gene 17";269,394872319056
"ENSG00000083307";"GRHL2";"grainyhead like transcription factor 2";269,119373828846
"ENSG00000221955";"SLC12A8";"solute carrier family 12 member 8";268,723458523755
"ENSG00000101194";"SLC17A9";"solute carrier family 17 member 9";266,348651862639
"ENSG00000203727";"SAMD5";"sterile alpha motif domain containing 5";265,827033417322
"ENSG00000115339";"GALNT3";"polypeptide N-acetylgalactosaminyltransferase 3";264,221484961872
"ENSG00000076351";"SLC46A1";"solute carrier family 46 member 1";263,642447912318
"ENSG00000164292";"RHOBTB3";"Rho related BTB domain containing 3";260,669025657274
"ENSG00000134709";"HOOK1";"hook microtubule tethering protein 1";259,74160158122
"ENSG00000135862";"LAMC1";"laminin subunit gamma 1";259,037130990212
"ENSG00000189060";"H1-0";"H1.0 linker histone";258,089235299659
"ENSG00000214078";"CPNE1";"copine 1";257,141310671406
"ENSG00000172893";"DHCR7";"7-dehydrocholesterol reductase";256,42621713481
"ENSG00000155850";"SLC26A2";"solute carrier family 26 member 2";256,237171369726
"ENSG00000164379";"FOXQ1";"forkhead box Q1";255,84853373858
"ENSG00000206557";"TRIM71";"tripartite motif containing 71";254,813183452715
"ENSG00000085449";"WDFY1";"WD repeat and FYVE domain containing 1";254,36502502455
"ENSG00000183044";"ABAT";"4-aminobutyrate aminotransferase";254,156399627856
"ENSG00000157227";"MMP14";"matrix metallopeptidase 14";252,152343333589
"ENSG00000140465";"CYP1A1";"cytochrome P450 family 1 subfamily A member 1";248,110222384933
"ENSG00000136856";"SLC2A8";"solute carrier family 2 member 8";247,183087630072
"ENSG00000087460";"GNAS";"GNAS complex locus";246,315508758212
"ENSG00000125977";"EIF2S2";"eukaryotic translation initiation factor 2 subunit beta";245,694977565097
"ENSG00000139044";"B4GALNT3";"beta-1,4-N-acetyl-galactosaminyltransferase 3";244,222847966962
"ENSG00000101144";"BMP7";"bone morphogenetic protein 7";243,829051117364
"ENSG00000128268";"MGAT3";"beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase";243,005434767569
"ENSG00000167306";"MYO5B";"myosin VB";241,910469112202
"ENSG00000113319";"RASGRF2";"Ras protein specific guanine nucleotide releasing factor 2";241,771325752416
"ENSG00000176092";"CRYBG2";"crystallin beta-gamma domain containing 2";240,691171733577
"ENSG00000164442";"CITED2";"Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2";240,443246960925
"ENSG00000127324";"TSPAN8";"tetraspanin 8";240,430309895986
"ENSG00000133106";"EPSTI1";"epithelial stromal interaction 1";237,348803035335
"ENSG00000158258";"CLSTN2";"calsyntenin 2";236,522960238792
"ENSG00000152818";"UTRN";"utrophin";235,143261764442
"ENSG00000109929";"SC5D";"sterol-C5-desaturase";234,250277805665
"ENSG00000004142";"POLDIP2";"DNA polymerase delta interacting protein 2";232,889224016003
"ENSG00000132698";"RAB25";"RAB25, member RAS oncogene family";232,495249340786
"ENSG00000174607";"UGT8";"UDP glycosyltransferase 8";232,367536092956
"ENSG00000148200";"NR6A1";"nuclear receptor subfamily 6 group A member 1";231,952969203059
"ENSG00000113739";"STC2";"stanniocalcin 2";231,648910292325
"ENSG00000120937";"NPPB";"natriuretic peptide B";230,882703911468
"ENSG00000166900";"STX3";"syntaxin 3";229,149325779
"ENSG00000127084";"FGD3";"FYVE, RhoGEF and PH domain containing 3";228,031606786802
"ENSG00000103064";"SLC7A6";"solute carrier family 7 member 6";227,98968430301
"ENSG00000176438";"SYNE3";"spectrin repeat containing nuclear envelope family member 3";227,801831973386
"ENSG00000151715";"TMEM45B";"transmembrane protein 45B";227,672511432407
"ENSG00000130396";"AFDN";"afadin, adherens junction formation factor";226,494605733798
"ENSG00000108064";"TFAM";"transcription factor A, mitochondrial";226,192218111407
"ENSG00000184697";"CLDN6";"claudin 6";225,204391746667
"ENSG00000116661";"FBXO2";"F-box protein 2";224,767336667406
"ENSG00000149573";"MPZL2";"myelin protein zero like 2";224,582253269582
"ENSG00000260032";"NORAD";"non-coding RNA activated by DNA damage";224,309671834525
"ENSG00000139218";"SCAF11";"SR-related CTD associated factor 11";223,460904680198
"ENSG00000123191";"ATP7B";"ATPase copper transporting beta";223,082940444239
"ENSG00000178202";"POGLUT3";"protein O-glucosyltransferase 3";222,506130244518
"ENSG00000196335";"STK31";"serine/threonine kinase 31";221,188005037889
"ENSG00000165685";"TMEM52B";"transmembrane protein 52B";220,875219065976
"ENSG00000167766";"ZNF83";"zinc finger protein 83";220,750121452457
"ENSG00000151150";"ANK3";"ankyrin 3";219,972824072722
"ENSG00000118418";"HMGN3";"high mobility group nucleosomal binding domain 3";218,659092160312
"ENSG00000085552";"IGSF9";"immunoglobulin superfamily member 9";218,121433164299
"ENSG00000169247";"SH3TC2";"SH3 domain and tetratricopeptide repeats 2";217,96476628391
"ENSG00000188176";"SMTNL2";"smoothelin like 2";216,6653344046
"ENSG00000184005";"ST6GALNAC3";"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3";216,585388458913
"ENSG00000114019";"AMOTL2";"angiomotin like 2";216,424607269331
"ENSG00000197444";"OGDHL";"oxoglutarate dehydrogenase L";215,427136383378
"ENSG00000101413";"RPRD1B";"regulation of nuclear pre-mRNA domain containing 1B";214,958208348919
"ENSG00000008311";"AASS";"aminoadipate-semialdehyde synthase";213,106557677828
"ENSG00000085276";"MECOM";"MDS1 and EVI1 complex locus";212,840651382177
"ENSG00000168143";"FAM83B";"family with sequence similarity 83 member B";211,943523864566
"ENSG00000213949";"ITGA1";"integrin subunit alpha 1";211,917438204246
"ENSG00000087085";"ACHE";"acetylcholinesterase (Yt blood group)";211,071809295287
"ENSG00000102760";"RGCC";"regulator of cell cycle";208,814762963727
"ENSG00000172478";"MAB21L4";"mab-21 like 4";207,056983570035
"ENSG00000092445";"TYRO3";"TYRO3 protein tyrosine kinase";207,033154279023
"ENSG00000133135";"RNF128";"ring finger protein 128";206,37455839783
"ENSG00000163293";"NIPAL1";"NIPA like domain containing 1";205,421677106989
"ENSG00000197249";"SERPINA1";"serpin family A member 1";205,181370987982
"ENSG00000115109";"EPB41L5";"erythrocyte membrane protein band 4.1 like 5";203,173704395618
"ENSG00000101444";"AHCY";"adenosylhomocysteinase";202,793408260188
"ENSG00000077942";"FBLN1";"fibulin 1";202,571679969717
"ENSG00000137968";"SLC44A5";"solute carrier family 44 member 5";201,031742928346
"ENSG00000095739";"BAMBI";"BMP and activin membrane bound inhibitor";200,899344728296
"ENSG00000105357";"MYH14";"myosin heavy chain 14";200,570502000096
"ENSG00000178623";"GPR35";"G protein-coupled receptor 35";200,151863398039
"ENSG00000139832";"RAB20";"RAB20, member RAS oncogene family";199,388180424275
"ENSG00000111052";"LIN7A";"lin-7 homolog A, crumbs cell polarity complex component";199,107806868497
"ENSG00000095015";"MAP3K1";"mitogen-activated protein kinase kinase kinase 1";198,803338096186
"ENSG00000167780";"SOAT2";"sterol O-acyltransferase 2";198,628336403158
"ENSG00000171345";"KRT19";"keratin 19";198,542787539696
"ENSG00000186205";"MTARC1";"mitochondrial amidoxime reducing component 1";197,48927994073
"ENSG00000165732";"DDX21";"DExD-box helicase 21";197,072029508986
"ENSG00000159753";"CARMIL2";"capping protein regulator and myosin 1 linker 2";197,05844374306
"ENSG00000095932";"SMIM24";"small integral membrane protein 24";195,396488051668
"ENSG00000164484";"TMEM200A";"transmembrane protein 200A";195,07317291948
"ENSG00000153936";"HS2ST1";"heparan sulfate 2-O-sulfotransferase 1";194,485731927973
"ENSG00000203857";"HSD3B1";"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1";193,878245201395
"ENSG00000183091";"NEB";"nebulin";193,331925448612
"ENSG00000161944";"ASGR2";"asialoglycoprotein receptor 2";193,192813390891
"ENSG00000126878";"AIF1L";"allograft inflammatory factor 1 like";193,074224324426
"ENSG00000172795";"DCP2";"decapping mRNA 2";192,805977865686
"ENSG00000163399";"ATP1A1";"ATPase Na+/K+ transporting subunit alpha 1";192,252571802119
"ENSG00000113303";"BTNL8";"butyrophilin like 8";192,2118218907
"ENSG00000106066";"CPVL";"carboxypeptidase vitellogenic like";191,234887311724
"ENSG00000198890";"PRMT6";"protein arginine methyltransferase 6";188,802019828583
"ENSG00000162772";"ATF3";"activating transcription factor 3";188,73571542004
"ENSG00000116962";"NID1";"nidogen 1";187,916962932222
"ENSG00000156976";"EIF4A2";"eukaryotic translation initiation factor 4A2";186,813813690194
"ENSG00000149273";"RPS3";"ribosomal protein S3";186,669665187502
"ENSG00000078900";"TP73";"tumor protein p73";186,145183459205
"ENSG00000144749";"LRIG1";"leucine rich repeats and immunoglobulin like domains 1";186,004668838713
"ENSG00000064666";"CNN2";"calponin 2";185,791444764493
"ENSG00000184012";"TMPRSS2";"transmembrane serine protease 2";184,089002284719
"ENSG00000182492";"BGN";"biglycan";183,91012359706
"ENSG00000121210";"TMEM131L";"transmembrane 131 like";181,681087709813
"ENSG00000182010";"RTKN2";"rhotekin 2";181,384373307169
"ENSG00000178078";"STAP2";"signal transducing adaptor family member 2";181,205752987887
"ENSG00000155760";"FZD7";"frizzled class receptor 7";181,09377909678
"ENSG00000164266";"SPINK1";"serine peptidase inhibitor Kazal type 1";180,568877966892
"ENSG00000114861";"FOXP1";"forkhead box P1";180,289414641157
"ENSG00000130701";"RBBP8NL";"RBBP8 N-terminal like";180,151046620017
"ENSG00000089472";"HEPH";"hephaestin";179,312358415709
"ENSG00000071082";"RPL31";"ribosomal protein L31";179,115389064013
"ENSG00000101367";"MAPRE1";"microtubule associated protein RP/EB family member 1";178,903871900872
"ENSG00000136943";"CTSV";"cathepsin V";178,659719247209
"ENSG00000057593";"F7";"coagulation factor VII";178,501102761574
"ENSG00000152229";"PSTPIP2";"proline-serine-threonine phosphatase interacting protein 2";177,98451518065
"ENSG00000168542";"COL3A1";"collagen type III alpha 1 chain";177,983722405632
"ENSG00000183742";"MACC1";"MET transcriptional regulator MACC1";177,624569934818
"ENSG00000177410";"ZFAS1";"ZNFX1 antisense RNA 1";177,320132684878
"ENSG00000163701";"IL17RE";"interleukin 17 receptor E";176,993800744993
"ENSG00000081059";"TCF7";"transcription factor 7";176,859894428537
"ENSG00000139926";"FRMD6";"FERM domain containing 6";175,593853415545
"ENSG00000163624";"CDS1";"CDP-diacylglycerol synthase 1";171,938833194745
"ENSG00000079308";"TNS1";"tensin 1";170,330978372273
